conname,contype,src_table,src_cols,tgt_table,tgt_cols,confdeltype
hr_applicant_refuse_reason_create_uid_fkey,f,hr_applicant_refuse_reason,create_uid,res_users,id,n
hr_applicant_refuse_reason_template_id_fkey,f,hr_applicant_refuse_reason,template_id,mail_template,id,n
hr_applicant_refuse_reason_write_uid_fkey,f,hr_applicant_refuse_reason,write_uid,res_users,id,n
hr_applicant_refuse_reason_pkey,p,hr_applicant_refuse_reason,id,,, 
hr_applicant_res_users_interviewers_rel_hr_applicant_id_fkey,f,hr_applicant_res_users_interviewers_rel,hr_applicant_id,hr_applicant,id,c
hr_applicant_res_users_interviewers_rel_res_users_id_fkey,f,hr_applicant_res_users_interviewers_rel,res_users_id,res_users,id,c
hr_applicant_res_users_interviewers_rel_pkey,p,hr_applicant_res_users_interviewers_rel,"hr_applicant_id,res_users_id",,, 
hr_applicant_skill_applicant_id_fkey,f,hr_applicant_skill,applicant_id,hr_applicant,id,c
hr_applicant_skill_create_uid_fkey,f,hr_applicant_skill,create_uid,res_users,id,n
hr_applicant_skill_skill_id_fkey,f,hr_applicant_skill,skill_id,hr_skill,id,c
hr_applicant_skill_skill_level_id_fkey,f,hr_applicant_skill,skill_level_id,hr_skill_level,id,c
hr_applicant_skill_skill_type_id_fkey,f,hr_applicant_skill,skill_type_id,hr_skill_type,id,c
hr_applicant_skill_write_uid_fkey,f,hr_applicant_skill,write_uid,res_users,id,n
hr_applicant_skill_pkey,p,hr_applicant_skill,id,,, 
hr_applicant_talent_pool_add__talent_pool_add_applicants_i_fkey,f,hr_applicant_talent_pool_add_applicants_rel,talent_pool_add_applicants_id,talent_pool_add_applicants,id,c
hr_applicant_talent_pool_add_applicants_re_hr_applicant_id_fkey,f,hr_applicant_talent_pool_add_applicants_rel,hr_applicant_id,hr_applicant,id,c
hr_applicant_talent_pool_add_applicants_rel_pkey,p,hr_applicant_talent_pool_add_applicants_rel,"talent_pool_add_applicants_id,hr_applicant_id",,, 
hr_attendance_company_id_fkey,f,hr_attendance,company_id,res_company,id,n
hr_attendance_create_uid_fkey,f,hr_attendance,create_uid,res_users,id,n
hr_attendance_employee_id_fkey,f,hr_attendance,employee_id,hr_employee,id,c
hr_attendance_write_uid_fkey,f,hr_attendance,write_uid,res_users,id,n
hr_attendance_pkey,p,hr_attendance,id,,, 
hr_attendance_overtime_line_create_uid_fkey,f,hr_attendance_overtime_line,create_uid,res_users,id,n
hr_attendance_overtime_line_employee_id_fkey,f,hr_attendance_overtime_line,employee_id,hr_employee,id,c
hr_attendance_overtime_line_write_uid_fkey,f,hr_attendance_overtime_line,write_uid,res_users,id,n
hr_attendance_overtime_line_pkey,p,hr_attendance_overtime_line,id,,, 
hr_attendance_overtime_line_h_hr_attendance_overtime_line__fkey,f,hr_attendance_overtime_line_hr_attendance_overtime_rule_rel,hr_attendance_overtime_line_id,hr_attendance_overtime_line,id,c
hr_attendance_overtime_line_h_hr_attendance_overtime_rule__fkey,f,hr_attendance_overtime_line_hr_attendance_overtime_rule_rel,hr_attendance_overtime_rule_id,hr_attendance_overtime_rule,id,c
hr_attendance_overtime_line_hr_attendance_overtime_rule_re_pkey,p,hr_attendance_overtime_line_hr_attendance_overtime_rule_rel,"hr_attendance_overtime_line_id,hr_attendance_overtime_rule_id",,, 
hr_attendance_overtime_rule_create_uid_fkey,f,hr_attendance_overtime_rule,create_uid,res_users,id,n
hr_attendance_overtime_rule_resource_calendar_id_fkey,f,hr_attendance_overtime_rule,resource_calendar_id,resource_calendar,id,n
hr_attendance_overtime_rule_ruleset_id_fkey,f,hr_attendance_overtime_rule,ruleset_id,hr_attendance_overtime_ruleset,id,r
hr_attendance_overtime_rule_write_uid_fkey,f,hr_attendance_overtime_rule,write_uid,res_users,id,n
hr_attendance_overtime_rule_pkey,p,hr_attendance_overtime_rule,id,,, 
hr_attendance_overtime_ruleset_company_id_fkey,f,hr_attendance_overtime_ruleset,company_id,res_company,id,n
hr_attendance_overtime_ruleset_country_id_fkey,f,hr_attendance_overtime_ruleset,country_id,res_country,id,n
hr_attendance_overtime_ruleset_create_uid_fkey,f,hr_attendance_overtime_ruleset,create_uid,res_users,id,n
hr_attendance_overtime_ruleset_write_uid_fkey,f,hr_attendance_overtime_ruleset,write_uid,res_users,id,n
hr_attendance_overtime_ruleset_pkey,p,hr_attendance_overtime_ruleset,id,,, 
hr_bank_account_allocation_wizard_create_uid_fkey,f,hr_bank_account_allocation_wizard,create_uid,res_users,id,n
hr_bank_account_allocation_wizard_employee_id_fkey,f,hr_bank_account_allocation_wizard,employee_id,hr_employee,id,c
hr_bank_account_allocation_wizard_write_uid_fkey,f,hr_bank_account_allocation_wizard,write_uid,res_users,id,n
hr_bank_account_allocation_wizard_pkey,p,hr_bank_account_allocation_wizard,id,,, 
hr_bank_account_allocation_wizard_line_bank_account_id_fkey,f,hr_bank_account_allocation_wizard_line,bank_account_id,res_partner_bank,id,c
hr_bank_account_allocation_wizard_line_create_uid_fkey,f,hr_bank_account_allocation_wizard_line,create_uid,res_users,id,n
hr_bank_account_allocation_wizard_line_wizard_id_fkey,f,hr_bank_account_allocation_wizard_line,wizard_id,hr_bank_account_allocation_wizard,id,c
hr_bank_account_allocation_wizard_line_write_uid_fkey,f,hr_bank_account_allocation_wizard_line,write_uid,res_users,id,n
hr_bank_account_allocation_wizard_line_pkey,p,hr_bank_account_allocation_wizard_line,id,,, 
hr_contract_advantage_template_create_uid_fkey,f,hr_contract_advantage_template,create_uid,res_users,id,n
hr_contract_advantage_template_write_uid_fkey,f,hr_contract_advantage_template,write_uid,res_users,id,n
hr_contract_advantage_template_pkey,p,hr_contract_advantage_template,id,,, 
hr_contract_type_country_id_fkey,f,hr_contract_type,country_id,res_country,id,n
hr_contract_type_create_uid_fkey,f,hr_contract_type,create_uid,res_users,id,n
hr_contract_type_write_uid_fkey,f,hr_contract_type,write_uid,res_users,id,n
hr_contract_type_pkey,p,hr_contract_type,id,,, 
hr_contribution_register_company_id_fkey,f,hr_contribution_register,company_id,res_company,id,r
hr_contribution_register_create_uid_fkey,f,hr_contribution_register,create_uid,res_users,id,n
hr_contribution_register_partner_id_fkey,f,hr_contribution_register,partner_id,res_partner,id,n
hr_contribution_register_write_uid_fkey,f,hr_contribution_register,write_uid,res_users,id,n
hr_contribution_register_pkey,p,hr_contribution_register,id,,, 
hr_department_company_id_fkey,f,hr_department,company_id,res_company,id,n
hr_department_create_uid_fkey,f,hr_department,create_uid,res_users,id,n
hr_department_manager_id_fkey,f,hr_department,manager_id,hr_employee,id,n
hr_department_master_department_id_fkey,f,hr_department,master_department_id,hr_department,id,n
hr_department_parent_id_fkey,f,hr_department,parent_id,hr_department,id,n
hr_department_write_uid_fkey,f,hr_department,write_uid,res_users,id,n
hr_department_pkey,p,hr_department,id,,, 
hr_department_announcements_announcement_fkey,f,hr_department_announcements,announcement,hr_announcement,id,c
hr_department_announcements_department_fkey,f,hr_department_announcements,department,hr_department,id,c
hr_department_announcements_pkey,p,hr_department_announcements,"announcement,department",,, 
hr_department_hr_leave_mandatory_day_rel_hr_department_id_fkey,f,hr_department_hr_leave_mandatory_day_rel,hr_department_id,hr_department,id,c
hr_department_hr_leave_mandatory_hr_leave_mandatory_day_id_fkey,f,hr_department_hr_leave_mandatory_day_rel,hr_leave_mandatory_day_id,hr_leave_mandatory_day,id,c
hr_department_hr_leave_mandatory_day_rel_pkey,p,hr_department_hr_leave_mandatory_day_rel,"hr_leave_mandatory_day_id,hr_department_id",,, 
hr_departure_reason_country_id_fkey,f,hr_departure_reason,country_id,res_country,id,n
hr_departure_reason_create_uid_fkey,f,hr_departure_reason,create_uid,res_users,id,n
hr_departure_reason_write_uid_fkey,f,hr_departure_reason,write_uid,res_users,id,n
hr_departure_reason_pkey,p,hr_departure_reason,id,,, 
hr_departure_wizard_create_uid_fkey,f,hr_departure_wizard,create_uid,res_users,id,n
hr_departure_wizard_departure_reason_id_fkey,f,hr_departure_wizard,departure_reason_id,hr_departure_reason,id,c
hr_departure_wizard_write_uid_fkey,f,hr_departure_wizard,write_uid,res_users,id,n
hr_departure_wizard_pkey,p,hr_departure_wizard,id,,, 
hr_departure_wizard_hr_employee_rel_hr_departure_wizard_id_fkey,f,hr_departure_wizard_hr_employee_rel,hr_departure_wizard_id,hr_departure_wizard,id,c
hr_departure_wizard_hr_employee_rel_hr_employee_id_fkey,f,hr_departure_wizard_hr_employee_rel,hr_employee_id,hr_employee,id,c
hr_departure_wizard_hr_employee_rel_pkey,p,hr_departure_wizard_hr_employee_rel,"hr_departure_wizard_id,hr_employee_id",,, 
hr_document_create_uid_fkey,f,hr_document,create_uid,res_users,id,n
hr_document_write_uid_fkey,f,hr_document,write_uid,res_users,id,n
hr_document_pkey,p,hr_document,id,,, 
hr_employee_attendance_manager_id_fkey,f,hr_employee,attendance_manager_id,res_users,id,n
hr_employee_coach_id_fkey,f,hr_employee,coach_id,hr_employee,id,n
hr_employee_company_id_fkey,f,hr_employee,company_id,res_company,id,n
hr_employee_country_of_birth_fkey,f,hr_employee,country_of_birth,res_country,id,n
hr_employee_create_uid_fkey,f,hr_employee,create_uid,res_users,id,n
hr_employee_current_version_id_fkey,f,hr_employee,current_version_id,hr_version,id,n
hr_employee_expense_manager_id_fkey,f,hr_employee,expense_manager_id,res_users,id,n
hr_employee_friday_location_id_fkey,f,hr_employee,friday_location_id,hr_work_location,id,n
hr_employee_last_attendance_id_fkey,f,hr_employee,last_attendance_id,hr_attendance,id,n
hr_employee_leave_manager_id_fkey,f,hr_employee,leave_manager_id,res_users,id,n
hr_employee_message_main_attachment_id_fkey,f,hr_employee,message_main_attachment_id,ir_attachment,id,n
hr_employee_monday_location_id_fkey,f,hr_employee,monday_location_id,hr_work_location,id,n
hr_employee_parent_id_fkey,f,hr_employee,parent_id,hr_employee,id,n
hr_employee_resource_id_fkey,f,hr_employee,resource_id,resource_resource,id,r
hr_employee_saturday_location_id_fkey,f,hr_employee,saturday_location_id,hr_work_location,id,n
hr_employee_sunday_location_id_fkey,f,hr_employee,sunday_location_id,hr_work_location,id,n
hr_employee_thursday_location_id_fkey,f,hr_employee,thursday_location_id,hr_work_location,id,n
hr_employee_tuesday_location_id_fkey,f,hr_employee,tuesday_location_id,hr_work_location,id,n
hr_employee_user_id_fkey,f,hr_employee,user_id,res_users,id,r
hr_employee_wednesday_location_id_fkey,f,hr_employee,wednesday_location_id,hr_work_location,id,n
hr_employee_work_contact_id_fkey,f,hr_employee,work_contact_id,res_partner,id,n
hr_employee_write_uid_fkey,f,hr_employee,write_uid,res_users,id,n
hr_employee_pkey,p,hr_employee,id,,, 
hr_employee_barcode_uniq,u,hr_employee,barcode,,, 
hr_employee_user_uniq,u,hr_employee,"user_id,company_id",,, 
hr_employee_announcements_announcement_fkey,f,hr_employee_announcements,announcement,hr_announcement,id,c
hr_employee_announcements_employee_fkey,f,hr_employee_announcements,employee,hr_employee,id,c
hr_employee_announcements_pkey,p,hr_employee_announcements,"announcement,employee",,, 
hr_employee_category_create_uid_fkey,f,hr_employee_category,create_uid,res_users,id,n
hr_employee_category_write_uid_fkey,f,hr_employee_category,write_uid,res_users,id,n
hr_employee_category_pkey,p,hr_employee_category,id,,, 
hr_employee_category_name_uniq,u,hr_employee_category,name,,, 
hr_employee_cv_wizard_create_uid_fkey,f,hr_employee_cv_wizard,create_uid,res_users,id,n
hr_employee_cv_wizard_write_uid_fkey,f,hr_employee_cv_wizard,write_uid,res_users,id,n
hr_employee_cv_wizard_pkey,p,hr_employee_cv_wizard,id,,, 
hr_employee_delete_wizard_create_uid_fkey,f,hr_employee_delete_wizard,create_uid,res_users,id,n
hr_employee_delete_wizard_write_uid_fkey,f,hr_employee_delete_wizard,write_uid,res_users,id,n
hr_employee_delete_wizard_pkey,p,hr_employee_delete_wizard,id,,, 
hr_employee_document_create_uid_fkey,f,hr_employee_document,create_uid,res_users,id,n
hr_employee_document_document_type_id_fkey,f,hr_employee_document,document_type_id,document_type,id,n
hr_employee_document_employee_ref_id_fkey,f,hr_employee_document,employee_ref_id,hr_employee,id,n
hr_employee_document_write_uid_fkey,f,hr_employee_document,write_uid,res_users,id,n
hr_employee_document_pkey,p,hr_employee_document,id,,, 
hr_employee_family_create_uid_fkey,f,hr_employee_family,create_uid,res_users,id,n
hr_employee_family_employee_id_fkey,f,hr_employee_family,employee_id,hr_employee,id,n
hr_employee_family_relation_id_fkey,f,hr_employee_family,relation_id,hr_employee_relation,id,n
hr_employee_family_write_uid_fkey,f,hr_employee_family,write_uid,res_users,id,n
hr_employee_family_pkey,p,hr_employee_family,id,,, 
hr_employee_group_rel_employee_id_fkey,f,hr_employee_group_rel,employee_id,hr_employee,id,c
hr_employee_group_rel_payslip_id_fkey,f,hr_employee_group_rel,payslip_id,hr_payslip_employees,id,c
hr_employee_group_rel_pkey,p,hr_employee_group_rel,"payslip_id,employee_id",,, 
hr_employee_hr_employee_cv_wizard_hr_employee_cv_wizard_id_fkey,f,hr_employee_hr_employee_cv_wizard_rel,hr_employee_cv_wizard_id,hr_employee_cv_wizard,id,c
hr_employee_hr_employee_cv_wizard_rel_hr_employee_id_fkey,f,hr_employee_hr_employee_cv_wizard_rel,hr_employee_id,hr_employee,id,c
hr_employee_hr_employee_cv_wizard_rel_pkey,p,hr_employee_hr_employee_cv_wizard_rel,"hr_employee_cv_wizard_id,hr_employee_id",,, 
hr_employee_hr_employee_delet_hr_employee_delete_wizard_id_fkey,f,hr_employee_hr_employee_delete_wizard_rel,hr_employee_delete_wizard_id,hr_employee_delete_wizard,id,c
hr_employee_hr_employee_delete_wizard_rel_hr_employee_id_fkey,f,hr_employee_hr_employee_delete_wizard_rel,hr_employee_id,hr_employee,id,c
hr_employee_hr_employee_delete_wizard_rel_pkey,p,hr_employee_hr_employee_delete_wizard_rel,"hr_employee_delete_wizard_id,hr_employee_id",,, 
hr_employee_hr_leave_allocati_hr_leave_allocation_generate_fkey,f,hr_employee_hr_leave_allocation_generate_multi_wizard_rel,hr_leave_allocation_generate_multi_wizard_id,hr_leave_allocation_generate_multi_wizard,id,c
hr_employee_hr_leave_allocation_generate_mu_hr_employee_id_fkey,f,hr_employee_hr_leave_allocation_generate_multi_wizard_rel,hr_employee_id,hr_employee,id,c
hr_employee_hr_leave_allocation_generate_multi_wizard_rel_pkey,p,hr_employee_hr_leave_allocation_generate_multi_wizard_rel,"hr_leave_allocation_generate_multi_wizard_id,hr_employee_id",,, 
hr_employee_hr_leave_generate_hr_leave_generate_multi_wiza_fkey,f,hr_employee_hr_leave_generate_multi_wizard_rel,hr_leave_generate_multi_wizard_id,hr_leave_generate_multi_wizard,id,c
hr_employee_hr_leave_generate_multi_wizard__hr_employee_id_fkey,f,hr_employee_hr_leave_generate_multi_wizard_rel,hr_employee_id,hr_employee,id,c
hr_employee_hr_leave_generate_multi_wizard_rel_pkey,p,hr_employee_hr_leave_generate_multi_wizard_rel,"hr_leave_generate_multi_wizard_id,hr_employee_id",,, 
hr_employee_hr_skill_rel_hr_employee_id_fkey,f,hr_employee_hr_skill_rel,hr_employee_id,hr_employee,id,c
hr_employee_hr_skill_rel_hr_skill_id_fkey,f,hr_employee_hr_skill_rel,hr_skill_id,hr_skill,id,c
hr_employee_hr_skill_rel_pkey,p,hr_employee_hr_skill_rel,"hr_employee_id,hr_skill_id",,, 
hr_employee_location_create_uid_fkey,f,hr_employee_location,create_uid,res_users,id,n
hr_employee_location_employee_id_fkey,f,hr_employee_location,employee_id,hr_employee,id,c
hr_employee_location_work_location_id_fkey,f,hr_employee_location,work_location_id,hr_work_location,id,r
hr_employee_location_write_uid_fkey,f,hr_employee_location,write_uid,res_users,id,n
hr_employee_location_pkey,p,hr_employee_location,id,,, 
hr_employee_location_uniq_exceptional_per_day,u,hr_employee_location,"employee_id,date",,, 
hr_employee_relation_create_uid_fkey,f,hr_employee_relation,create_uid,res_users,id,n
hr_employee_relation_write_uid_fkey,f,hr_employee_relation,write_uid,res_users,id,n
hr_employee_relation_pkey,p,hr_employee_relation,id,,, 
hr_employee_skill_create_uid_fkey,f,hr_employee_skill,create_uid,res_users,id,n
hr_employee_skill_employee_id_fkey,f,hr_employee_skill,employee_id,hr_employee,id,c
hr_employee_skill_skill_id_fkey,f,hr_employee_skill,skill_id,hr_skill,id,c
hr_employee_skill_skill_level_id_fkey,f,hr_employee_skill,skill_level_id,hr_skill_level,id,c
